transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
739,988,97.03659886998294,POS,Electronics,FR,6,0.1859039221078718,0.126811179058856,0
4157,178,172.9328761468831,Online,Electronics,FR,17,0.1145264229685825,0.0205210363813486,0
3291,85,105.73189372763456,POS,Electronics,UK,16,0.0321240803743636,0.2041435282009932,0
6803,100,74.5105135520132,Online,Electronics,FR,14,0.1817626061457569,0.0239833247572623,0
8987,495,105.83774089192424,POS,Electronics,TR,19,0.039378840258419,0.1906431850939273,0
6060,310,25.826702394712527,ATM,Travel,US,18,0.0550634532003225,0.0912728466046946,0
5897,998,180.4444046706569,POS,Food,DE,19,0.0042249962347015,0.0810159634991991,0
8698,306,101.40304031919564,ATM,Food,UK,10,0.1780455413073104,0.1196283413406328,0
2221,912,34.26132746402732,Online,Clothing,TR,23,0.1767321739913329,0.1998567009076503,0
9122,375,179.65605282550166,ATM,Food,TR,18,0.1451404065520107,0.1342512780505705,0
4443,610,158.91507224716054,QR,Electronics,TR,11,0.1415270806374046,0.022083763226908,0
8258,972,131.21345771704125,POS,Clothing,UK,23,0.2272106275058467,0.0025677611210231,0
4172,34,98.16986686525264,Online,Grocery,DE,6,0.2989886978155977,0.1486076266888569,0
9342,68,157.23330786378358,POS,Grocery,DE,15,0.0640954796772047,0.0450551243483576,0
93,12,123.4789448449196,POS,Travel,FR,18,0.0121101363575298,0.1301587491646003,0
6883,588,117.66115337734276,ATM,Travel,FR,12,0.0483833781567016,0.1936451742705929,0
5393,974,90.51282480229696,POS,Food,UK,13,0.0264156920011135,0.0263586205835226,0
1292,713,70.15854059421434,POS,Clothing,TR,16,0.1633601290626116,0.2388954237344772,0
1694,203,127.87519105169186,QR,Clothing,DE,7,0.2421582186114909,0.1435711772553248,0
5922,513,54.00460777130496,QR,Electronics,US,17,0.0503045538634927,0.1473266392976094,0
5607,699,146.3934382737607,ATM,Travel,US,18,0.1129793050383723,0.0425575335167044,0
2878,719,103.50624662324222,QR,Electronics,UK,9,0.1878013402303334,0.1912223133444209,0
6045,260,94.9324844808094,POS,Grocery,DE,7,0.0827663725820187,0.1801690899515532,0
7208,843,89.36299909672,ATM,Grocery,US,12,0.2160091437947424,0.1195093065036449,0
4927,912,197.2414320784052,ATM,Travel,TR,22,0.0242468281915182,0.224202967128604,0
294,775,41.33771550261661,POS,Clothing,US,21,0.0777088729761746,0.2381195486767899,0
9584,818,22.168429062989272,QR,Food,NG,9,0.942863525174568,0.8792714663806476,1
1686,479,101.12564871988636,Online,Food,FR,7,0.2437135864452831,0.2500624678292832,0
7796,604,23.93701801608698,Online,Grocery,TR,13,0.2150193621370315,0.1447173410334895,0
2822,120,125.2555306041537,QR,Food,UK,12,0.0174053691564018,0.1422173965961689,0
1441,432,65.26092626324173,ATM,Food,DE,23,0.116094978670807,0.19447662171078,0
2977,477,48.752523443415896,QR,Electronics,DE,10,0.1766730581901925,0.1784253930617563,0
7457,301,95.48338472449208,QR,Travel,DE,12,0.0194885673223158,0.1187041705111929,0
2266,799,148.70616846479652,Online,Food,UK,19,0.1922751801553464,0.1654323229516727,0
9519,95,984.6692609806308,ATM,Electronics,US,7,0.9615647479496178,0.7228884936099612,1
949,375,24.695557746991227,Online,Electronics,DE,6,0.2252881905443735,0.1785653058102143,0
8159,697,47.25682850882049,Online,Food,UK,15,0.2182043990226679,0.2833064154949185,0
9431,771,93.97765023194174,ATM,Grocery,DE,13,0.1844690937476748,0.1301017630368322,0
7244,353,83.12489669212675,QR,Travel,FR,10,0.2426737875257761,0.082668949152656,0
620,652,78.01500245320956,ATM,Grocery,FR,13,0.0582385356162235,0.1561054592737717,0
693,402,29.324251340140265,ATM,Food,UK,7,0.2698310499056616,0.2563027034847931,0
7865,978,107.1096567570655,Online,Travel,UK,7,0.1638619319679261,0.1416486492787823,0
5789,666,27.127126774571977,Online,Clothing,FR,6,0.2655342368690517,0.1537276093598037,0
5619,640,79.24768456952253,POS,Electronics,TR,11,0.2686325387285375,0.1761495228797058,0
3505,202,141.38565867913763,QR,Food,FR,10,0.2458920340001951,0.0966583914331783,0
1758,458,63.75479840876034,POS,Travel,US,10,0.1461471852938403,0.2513882773187539,0
6729,793,87.26470295641187,ATM,Food,DE,16,0.2208828596885749,0.1910801809434658,0
7638,401,158.93698880026253,POS,Travel,DE,9,0.156940025194082,0.0960051825886568,0
2347,104,78.78023896446695,ATM,Travel,DE,14,0.2227308477708857,0.2243708494627471,0
9749,388,10.0,Online,Travel,DE,4,0.840054411433085,0.790239252565772,1
5609,725,103.47681615434809,ATM,Travel,US,13,0.0328303986412148,0.2045111210186835,0
4813,729,110.407088164132,QR,Food,FR,17,0.1218262701643164,0.2036246879861128,0
8075,197,171.40354059512435,ATM,Grocery,US,6,0.2972526044580611,0.2525365382164236,0
1604,901,149.1961768622226,ATM,Clothing,DE,20,0.0191113921205726,0.2924509672145668,0
7110,713,161.37897525335617,POS,Food,FR,18,0.0361643572981313,0.2916770630221464,0
9740,257,2727.2132999341006,POS,Clothing,FR,13,0.8039671427248164,0.7531474786866265,1
3570,421,55.33752512408012,POS,Grocery,US,23,0.1963072926054364,0.195774424278303,0
55,264,161.3899993925843,Online,Food,US,14,0.1758330335884242,0.1033600416501437,0
2065,971,144.30690767470657,POS,Electronics,UK,20,0.1969810443166423,0.1597795189346789,0
6985,133,129.13652791637816,POS,Grocery,TR,7,0.2903434059661673,0.000464032185607,0
3114,193,80.07591774338228,QR,Travel,FR,20,0.1685174941272599,0.0094556597529257,0
3582,195,100.75150184553983,Online,Clothing,DE,11,0.2588962272237773,0.1726916535809762,0
395,227,84.48894963751327,POS,Clothing,US,7,0.0052562939645342,0.187901355270896,0
649,16,48.27306845758565,ATM,Food,FR,10,0.0009094741171074,0.159441720631187,0
7594,381,61.90978756324349,ATM,Electronics,TR,16,0.2299638656224328,0.0031494610005224,0
1807,854,147.92659806493074,Online,Electronics,UK,8,0.0942408140415768,0.2122554513450365,0
1341,108,11.33962961054766,Online,Food,DE,23,0.0553227783975171,0.25817796655646,0
4485,476,79.6883120816762,QR,Electronics,US,22,0.1495307225498619,0.2197805397392292,0
4188,122,143.36766894594388,ATM,Travel,US,11,0.1535520394811003,0.2449271790457338,0
4837,303,70.48901310353213,QR,Electronics,UK,20,0.1898162454199878,0.2410192078791506,0
3564,273,81.60353909275206,ATM,Electronics,DE,10,0.2853074459095643,0.1330398466547143,0
4966,650,66.51223501050265,POS,Food,US,15,0.2326833767001518,0.2672490263146277,0
6213,975,99.4400414270115,ATM,Electronics,US,10,0.1292563159022117,0.1360531812998274,0
2476,191,219.17285183234327,ATM,Clothing,DE,7,0.1061952114254876,0.1321746462549769,0
8148,421,21.06899257854471,POS,Grocery,TR,21,0.0948772184705798,0.0570050030642631,0
5651,954,128.6183470788825,POS,Clothing,DE,8,0.1997773897280516,0.1892107799224382,0
7250,281,191.11356133616212,Online,Grocery,FR,19,0.2608445142620843,0.2445422350435029,0
5017,119,55.23914279237224,ATM,Grocery,DE,14,0.2307972291308945,0.0128242650528058,0
5982,550,1.0,POS,Grocery,US,15,0.2008079043801211,0.1592050823008337,0
3154,529,164.66500545531142,ATM,Grocery,FR,11,0.2431493008301626,0.134227192548396,0
6598,716,52.32878495887485,Online,Food,TR,20,0.2482323925037035,0.1065753487406305,0
490,421,143.05922688818904,QR,Travel,DE,13,0.2434322256004739,0.2558275500752656,0
9141,432,96.460378740764,ATM,Clothing,UK,22,0.18184132958236,0.0923908233888784,0
5863,737,88.6661111451981,ATM,Clothing,DE,13,0.2608123599711132,0.2993187505725441,0
2462,874,17.51935352831933,QR,Electronics,UK,8,0.2937260738789931,0.2165314580387908,0
6133,946,103.9535134104414,POS,Grocery,DE,14,0.1363062141597982,0.0569495095496092,0
4512,390,121.12025414159608,POS,Electronics,TR,8,0.1629442447275151,0.2709065004217281,0
332,867,164.5274112883979,QR,Clothing,TR,22,0.0147231607358232,0.1644324194257501,0
9968,658,937.2715924048472,ATM,Grocery,DE,4,0.7699797841520956,0.7061955569181781,1
1492,946,154.48935071020836,POS,Grocery,UK,19,0.015377600006118,0.1319105744491163,0
4536,799,115.92531993006872,QR,Clothing,TR,22,0.108016080647313,0.0535714567176026,0
4304,934,149.18677556978233,Online,Grocery,FR,14,0.1090157638483287,0.0716879567843205,0
67,770,75.88292123936316,QR,Clothing,UK,13,0.2657881951593431,0.2871820702736006,0
293,727,6.40145472384738,QR,Grocery,FR,14,0.0180779494555388,0.1044140558988144,0
6625,69,1.0,Online,Electronics,US,12,0.080552786977897,0.0541476571364356,0
565,810,98.184203329204,Online,Travel,UK,13,0.0755187255304062,0.1393908183030156,0
9216,72,111.40334338265954,POS,Travel,DE,18,0.2717846457828382,0.213155121339008,0
3174,911,90.85987837968165,POS,Travel,US,16,0.0119540700465423,0.0217419057506354,0
593,420,167.86623309632213,ATM,Clothing,UK,11,0.1883628884843296,0.0430318572244214,0
392,483,19.73914921520283,ATM,Travel,FR,10,0.1405320162767513,0.1033290702483276,0
2638,144,35.20099896761157,QR,Travel,DE,22,0.1133216909591512,0.1057513101203412,0
8458,628,66.31837117847424,POS,Grocery,UK,15,0.1886554334478666,0.2399429707086574,0
3024,558,64.0427755006387,QR,Grocery,TR,7,0.143732297063391,0.16207386777433,0
614,612,96.81865812763188,Online,Travel,DE,19,0.1233439033788301,0.1845999306351217,0
5289,104,78.37121214384604,POS,Clothing,DE,17,0.1743252582047495,0.2394922212828509,0
5648,401,144.6188567442454,ATM,Grocery,FR,10,0.0628856902158526,0.0510329189462181,0
5112,820,122.358170654286,QR,Travel,DE,19,0.0156873522347265,0.2996983100201879,0
6490,453,59.90832065401141,POS,Travel,UK,22,0.0244351698494592,0.2498751693988749,0
7855,961,75.23483786982924,Online,Clothing,TR,17,0.0676955114103326,0.0929865524311097,0
6241,177,55.0316360081372,POS,Travel,UK,8,0.1311465798224961,0.0930384467165937,0
8787,270,35.40783662445945,POS,Grocery,DE,10,0.250046995608589,0.2355572422094135,0
347,408,144.50050634132148,POS,Clothing,UK,22,0.0345677920789581,0.2859162369157687,0
4951,329,62.92522862946663,ATM,Electronics,TR,20,0.2463695310619307,0.1172808209827074,0
5420,777,60.58924163490425,POS,Grocery,US,17,0.0817339755129003,0.2421892212553447,0
4009,365,122.00739303498791,QR,Food,US,12,0.0508198867492716,0.127718874868721,0
6172,81,177.1769465690399,ATM,Grocery,US,23,0.2103429086989414,0.0297031190775604,0
663,153,109.56441300681264,ATM,Travel,FR,21,0.2400227876872787,0.2272365029345177,0
237,875,119.50769700067266,POS,Travel,TR,19,0.165532858848894,0.2482155466458765,0
7875,325,92.00245577158488,Online,Food,FR,21,0.0999876649950883,0.2034465495426616,0
3266,946,77.93685975721621,QR,Clothing,DE,23,0.1325190615069119,0.1293322084543819,0
5130,254,109.1307891832698,POS,Travel,FR,8,0.2084886773204133,0.1842424190263085,0
2474,871,200.00538459426676,QR,Grocery,UK,16,0.0477819390948882,0.0797645547821364,0
6610,49,120.97752209569563,POS,Travel,DE,15,0.2064157886206277,0.1143649604011028,0
4972,211,74.10973673349419,POS,Food,DE,21,0.2300395442495998,0.0641104858352016,0
7447,777,75.1941610909238,Online,Grocery,TR,23,0.0787769209956463,0.2293819354067769,0
3268,130,109.94439776778437,QR,Clothing,FR,19,0.2191030506812288,0.2300442706284906,0
3925,490,62.35473022860302,POS,Clothing,FR,11,0.1990050163192544,0.098700912365205,0
4228,334,168.77298388340265,Online,Grocery,TR,23,0.1969660570326789,0.0943164639736479,0
3385,347,214.09514582570856,Online,Food,TR,17,0.0809030261447492,0.2874974097026815,0
1386,720,110.07900570997964,ATM,Food,FR,7,0.2581019266672973,0.1408615431779621,0
7215,918,153.132781680485,QR,Grocery,TR,11,0.2812374376651787,0.0737650548736885,0
6935,749,105.1403192229713,POS,Food,TR,21,0.2185545383226502,0.0227512721607291,0
1067,229,97.72490723098568,Online,Travel,UK,23,0.0249998354175132,0.0851876736266899,0
8113,897,89.32844674008794,QR,Food,DE,7,0.0396114958358186,0.1981247292755797,0
5690,350,74.4571162198808,ATM,Food,DE,13,0.0319348113510901,0.0431310043351611,0
285,992,111.39955818545305,Online,Food,DE,9,0.0478457553258105,0.2083519113980796,0
7795,208,64.33975985109831,QR,Grocery,FR,15,0.0838843086713546,0.0010005579381856,0
6368,928,65.2239642446777,Online,Electronics,TR,13,0.1672803621892573,0.0613261070590953,0
9416,218,123.16780785091488,Online,Grocery,US,20,0.2279366301884194,0.2149080485402912,0
6680,120,104.3117437648598,ATM,Grocery,TR,21,0.0130501074609437,0.2847211702239323,0
7000,992,74.8914246573711,POS,Grocery,UK,6,0.2457665910046143,0.0450982200104393,0
4094,466,209.8044779648408,QR,Food,DE,19,0.1318268787023069,0.1122927258414708,0
5752,230,102.95717908458964,POS,Travel,DE,7,0.0806583217936445,0.0151667720507934,0
5652,510,142.4268973670994,Online,Travel,TR,15,0.1424783217987517,0.2949400750954116,0
334,137,75.55038552107624,Online,Electronics,DE,10,0.0382368109337958,0.2988570947873629,0
9581,94,1000.0542578903468,ATM,Travel,DE,2,0.9527794070924912,0.8237226402284847,1
1708,516,59.90689115809592,QR,Travel,US,18,0.1424056547482574,0.1736275210629919,0
8216,712,175.3292423066787,Online,Travel,UK,21,0.0581228525648739,0.2378915352107125,0
5287,632,160.37456246372687,QR,Travel,FR,19,0.0667093441314042,0.2754068528954412,0
1083,834,110.51231100011464,ATM,Food,FR,20,0.2660262445249647,0.0446891613873815,0
8725,245,111.58983547623149,Online,Clothing,DE,16,0.0563770506405035,0.2758609679989609,0
8730,701,84.95736255187299,ATM,Food,US,12,0.1568491415241786,0.0091233181407656,0
3967,955,84.23229109846623,Online,Travel,UK,17,0.0439157679064889,0.241897274442871,0
1008,590,184.6164860338609,ATM,Food,DE,18,0.2177002199291557,0.0031974494394701,0
4235,246,55.98419124960159,ATM,Travel,US,16,0.2813075299244564,0.1612693510207019,0
78,357,151.12241364279623,Online,Travel,DE,22,0.0502807343766793,0.1738684971835912,0
9178,734,24.11812976067949,ATM,Clothing,UK,9,0.1928240418256595,0.0095885240110521,0
7284,239,162.43506363540197,QR,Grocery,UK,21,0.1055142274346456,0.0061600105749485,0
7435,975,94.54533958618732,POS,Electronics,TR,10,0.0838979391734616,0.0342576825592761,0
623,739,136.7860655509444,Online,Electronics,UK,9,0.2602231881697154,0.2281239315939472,0
1714,901,111.92325701618972,POS,Grocery,FR,7,0.2763236513746036,0.1294879605750914,0
7658,893,41.65853575394456,Online,Grocery,TR,11,0.0960990930185374,0.2427690550734695,0
597,987,127.4063164363645,POS,Clothing,US,23,0.0869768809566711,0.0032919520234206,0
2059,789,65.56379217378634,ATM,Travel,DE,9,0.2038068065240068,0.0747714446757995,0
544,138,9.591103873492004,ATM,Food,TR,21,0.170321234164436,0.1817970193961494,0
8363,316,20.691556652956663,ATM,Electronics,DE,12,0.2985862140672423,0.2704481594719486,0
6005,962,88.85891929066376,POS,Grocery,FR,15,0.2168962611418058,0.0713357099387404,0
9048,697,195.2499920205124,ATM,Grocery,DE,18,0.1171550345877195,0.2576615404620279,0
3422,558,187.9346418477432,QR,Travel,UK,10,0.0168126370634093,0.1580914948691695,0
9078,590,115.9891770279836,QR,Food,US,10,0.1968711816155025,0.1274387401418724,0
4494,527,74.49567116405109,Online,Grocery,US,17,0.1252998191045295,0.0353876240736878,0
8983,57,122.53171699634032,QR,Food,US,12,0.1953440491405333,0.0534101046834538,0
9509,970,3236.1742404033325,Online,Clothing,NG,21,0.7820130928178396,0.7838445424055833,1
3709,657,130.31619610041434,POS,Food,TR,13,0.1628403573338034,0.1325645873961391,0
6212,483,94.30099050089856,POS,Clothing,US,23,0.1697232291055225,0.0003204854048814,0
5069,802,102.1348637229222,ATM,Travel,FR,20,0.1539209127674202,0.0925866132674021,0
245,532,124.02593390541122,Online,Grocery,FR,9,0.0689093824623973,0.1860897219487705,0
6682,451,117.52498858956989,POS,Travel,UK,18,0.04263738220188,0.0665875758354353,0
3734,975,115.41106557919902,ATM,Travel,TR,11,0.1139291562653358,0.1865589395959111,0
5167,177,82.00157892879378,POS,Electronics,UK,15,0.1545870718736494,0.2760087274950056,0
2601,531,69.15836995114162,Online,Clothing,FR,21,0.22929435363937,0.223866574727141,0
845,832,124.23453898092043,ATM,Electronics,UK,16,0.2608176281234524,0.2118958053833598,0
6453,536,50.30093096946048,QR,Travel,US,22,0.1958161306170065,0.0089086857640486,0
2088,446,102.00595412182894,POS,Grocery,TR,7,0.1498334376281956,0.1228093028624149,0
3019,224,163.2577750218318,ATM,Clothing,US,23,0.0160408138956065,0.1790707409458629,0
4337,877,68.42941816229347,POS,Grocery,TR,17,0.1280932208016793,0.2457502733658614,0
7449,759,85.1814053123375,QR,Travel,FR,14,0.1348666004395423,0.0622007535148578,0
9717,459,10.0,QR,Electronics,US,21,0.825030666434738,0.8745542072602706,1
5748,375,104.76465595801172,POS,Travel,TR,22,0.0655350276655849,0.2344015741267883,0
5512,551,63.29204138145273,POS,Electronics,TR,12,0.2536754554229768,0.0451817873736522,0
9643,864,3214.440918546826,ATM,Travel,DE,2,0.8659337617521929,0.8722968916077317,1
7220,745,52.7265645911884,QR,Electronics,TR,8,0.0495906376314559,0.1909405797988021,0
6754,555,214.55535873093692,QR,Clothing,US,23,0.090256395542019,0.0785700677463004,0
3928,911,143.24744190058186,POS,Food,FR,16,0.0778168760823266,0.1827350239980949,0
1249,187,3.677253027022587,POS,Clothing,TR,18,0.0014967892737067,0.0607546581395185,0
6904,310,1.0,POS,Food,DE,14,0.1105089221114371,0.2025404875123998,0
933,831,145.98742394952131,POS,Electronics,US,16,0.2705785536577638,0.255535216523359,0
5658,178,125.36427538003193,POS,Grocery,US,15,0.0656960197794737,0.2175422134639481,0
6704,825,216.93254702772805,QR,Food,FR,17,0.0089040475540853,0.0902768698655924,0
5887,860,93.97147716153928,QR,Electronics,DE,19,0.093928171859859,0.1178726691199958,0
4224,49,55.52541297557765,ATM,Food,FR,6,0.0819169121683096,0.137748665373718,0
5576,203,40.30228889773835,ATM,Food,US,9,0.0951370277836285,0.2258555372566369,0
1410,910,31.121180996766668,Online,Electronics,DE,10,0.1078921783523987,0.0925768191754117,0
4994,134,9.166994824044778,Online,Clothing,FR,23,0.1154542115007481,0.1637086861687989,0
3713,440,99.1359931969352,ATM,Grocery,US,21,0.0555492959255275,0.0954588585986781,0
1906,659,137.66922299923462,POS,Electronics,UK,8,0.2171401247421003,0.0677893489528031,0
684,255,165.2701213132583,ATM,Electronics,DE,14,0.1955210323593506,0.2718739108949915,0
8592,464,54.44102074282007,POS,Travel,US,19,0.2171848765963989,0.1872200928280157,0
6455,140,53.37515068355208,QR,Clothing,UK,18,0.0989113212490392,0.0839425073154547,0
9651,55,612.3054425690921,POS,Clothing,DE,13,0.8240699474585536,0.7904497371984696,1
6112,424,88.72784362914999,POS,Clothing,US,14,0.1706724397400965,0.2509618911626761,0
4729,947,156.37271835612748,QR,Electronics,US,11,0.0636995318913109,0.2235456013554602,0
1924,954,88.53121563176225,QR,Grocery,US,22,0.0766559753352264,0.2141852106338495,0
8938,193,53.27945744808606,QR,Travel,FR,18,0.200854264247325,0.0596106360367829,0
5638,988,165.27364702853384,ATM,Clothing,FR,15,0.1192509058962047,0.2121682138815935,0
6738,436,176.0507470671199,QR,Food,TR,12,0.1229352326722077,0.2575099047924863,0
6120,158,52.4622505708022,POS,Clothing,DE,10,0.2343565650295421,0.2325933857692326,0
7393,198,65.58882210860145,QR,Food,US,9,0.0175744059545345,0.2394993376272323,0
5531,372,126.1975936969,QR,Travel,DE,21,0.0518664316615869,0.1350429589313675,0
1233,368,78.45911988059021,QR,Clothing,FR,18,0.0300342938093997,0.0645874234219322,0
7078,462,126.54664931746883,POS,Electronics,FR,15,0.0420574418525531,0.0483385753524558,0
4145,188,156.05196319224618,ATM,Clothing,UK,14,0.1588262507463062,0.0026846174210657,0
6194,770,110.72642847486256,POS,Clothing,DE,11,0.000732054672068,0.056656652230001,0
9923,895,10.0,ATM,Food,NG,1,0.9213129432511448,0.910293010318757,1
8866,351,94.85313707604506,Online,Travel,UK,23,0.242622564034011,0.0444807904919457,0
9039,233,99.70317867655974,POS,Grocery,TR,22,0.1451499095830739,0.1357151421479819,0
3457,426,137.05825236632694,QR,Food,TR,15,0.251591799886441,0.024081830506954,0
9018,434,83.41261039500309,POS,Food,FR,14,0.0782720819960031,0.0475254648620841,0
3147,439,148.63551964610872,QR,Travel,US,13,0.2704916780640254,0.0933625253346719,0
6720,754,46.98420049844791,QR,Travel,FR,11,0.0633906334404863,0.1858930751913503,0
7197,289,163.98242173359972,ATM,Clothing,UK,6,0.09467823175255,0.276710724149963,0
1105,265,129.79656735195832,ATM,Travel,FR,6,0.138110495969472,0.0881556391380755,0
8355,104,122.20329889616804,POS,Travel,TR,12,0.0089431945961119,0.1415389763582741,0
8492,830,134.9625544414382,Online,Food,US,15,0.1934420506300144,0.0606273920963767,0
2466,470,23.97687087645568,POS,Grocery,UK,14,0.2269760222390404,0.1206214489831062,0
246,851,216.05019980309024,QR,Food,TR,13,0.096836811541828,0.0375340243545763,0
7458,391,117.91933065640876,QR,Electronics,UK,23,0.2666201286965224,0.1097485601399947,0
3239,586,16.789536364973358,POS,Grocery,FR,19,0.2887264051820507,0.2745945727548603,0
1013,127,150.07652121872002,ATM,Food,UK,15,0.0878230163187155,0.0406450550766667,0
3399,466,112.31409064862493,POS,Electronics,US,22,0.1964173152353181,0.0986556462637773,0
5280,572,4.035371057151593,ATM,Food,DE,17,0.2231297590673141,0.2580432855814702,0
2491,692,60.82074712581088,ATM,Grocery,UK,10,0.0205686281611597,0.2103794398116613,0
8965,209,143.02004783777767,QR,Travel,US,17,0.1730655177615361,0.0363294825061879,0
6759,638,162.4700714905425,Online,Food,TR,13,0.1306271260606495,0.1720049774624057,0
9828,257,3293.1531062099552,ATM,Food,DE,4,0.9227749902471266,0.8499861214966996,1
292,904,82.7611277320552,ATM,Food,US,12,0.1597341641872787,0.019378547951808,0
4990,678,52.84952980100475,POS,Food,US,17,0.1065951495121671,0.0587827323624669,0
8868,13,136.367629113443,Online,Electronics,UK,7,0.2334438325378102,0.2662419986955534,0
3883,603,100.123291474376,Online,Travel,US,15,0.2578664768203571,0.0847259321381492,0
6012,508,113.4405598591021,QR,Clothing,UK,11,0.1886131509372736,0.1134688759365851,0
8925,574,156.06970099851517,ATM,Food,US,6,0.031068153153015,0.1317216741863292,0
4822,281,124.38577130993409,Online,Travel,DE,14,0.1339809802072097,0.1300968219973144,0
7519,456,6.596857934618967,ATM,Clothing,UK,7,0.2481254798341178,0.061547858919012,0
6398,625,64.96694489683514,Online,Electronics,DE,7,0.1093806387830788,0.1675635621254297,0
1102,594,113.7992246456236,Online,Clothing,DE,23,0.074890302046824,0.2798264018206305,0
3192,794,5.300320357889177,Online,Travel,UK,22,0.0425586968714344,0.1201175931088365,0
8499,74,84.4360358060232,POS,Electronics,UK,7,0.0264454663624199,0.03623359470991,0
3740,268,90.01976638181601,Online,Clothing,UK,8,0.052653902359419,0.2817195686135713,0
1920,746,178.78022795778668,ATM,Grocery,TR,22,0.2579240902080309,0.11440724096445,0
20,733,133.63128804359764,POS,Clothing,US,16,0.1866851324860506,0.2734289398300148,0
8240,380,102.48218817837596,POS,Food,UK,23,0.2593897027035771,0.0282130848979762,0
9498,1,53.98047860821836,QR,Food,TR,6,0.1036517693211795,0.0251954051902945,0
882,574,44.0969786009086,QR,Grocery,FR,23,0.273501851534579,0.2138687466830394,0
9718,592,703.5709576551749,POS,Grocery,UK,8,0.8570310632272782,0.7966338479876812,1
8145,537,112.57108037023232,POS,Clothing,TR,10,0.2323428513184627,0.2331850080394928,0
1958,784,176.9508687627708,ATM,Clothing,TR,6,0.024939813414065,0.0795105248025549,0
1947,606,181.66147582599703,ATM,Clothing,US,21,0.2829174703848136,0.0537925699592723,0
8758,782,51.16534022636042,POS,Electronics,UK,10,0.2048821543998857,0.2060935380190791,0
2263,97,93.7784607928095,QR,Food,UK,21,0.1373246308648849,0.0817649671614479,0
1520,715,49.60988342007477,QR,Clothing,FR,6,0.1834575664842057,0.2200835425441221,0
9940,937,1271.123287656818,QR,Electronics,FR,7,0.730780573639058,0.9225120986364732,1
2939,366,88.74472976600819,QR,Clothing,UK,23,0.0160660492967247,0.0919940362443266,0
2683,503,188.55105751990305,ATM,Electronics,UK,15,0.1135566991857532,0.1730156865849078,0
3942,480,86.58143530205157,POS,Food,FR,13,0.1037204766506671,0.2743922433095805,0
5963,348,110.03470626214624,POS,Food,TR,11,0.0345830600328384,0.2904171279795829,0
7590,809,46.42903041439599,Online,Grocery,UK,8,0.0741167930137908,0.0710523673064163,0
4693,924,210.5701787965101,POS,Electronics,DE,14,0.0197804944574317,0.0394463652458637,0
1087,777,4.597602971521013,POS,Clothing,US,23,0.1268819723534322,0.1380419382621089,0
9865,543,10.0,Online,Electronics,NG,8,0.8517498362443341,0.7516099442502636,1
4662,40,131.5971118871092,POS,Food,TR,8,0.1771342264616494,0.1669027307486191,0
714,552,54.80439174186616,Online,Clothing,US,18,0.2736379101791305,0.0256370092543273,0
9952,958,733.7874322149544,Online,Grocery,TR,17,0.9289956747124172,0.8920704360226615,1
9353,48,134.90822108754455,QR,Travel,US,7,0.125129908333461,0.2311311495439503,0
4410,796,86.98962493205292,ATM,Electronics,US,22,0.2870121538061211,0.1885635930545292,0
7946,339,116.79676956982294,QR,Grocery,US,13,0.0486051839995331,0.1014704029510338,0
